Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Cartilage Development (GO:0051216),5/52,0.0051876257276487,0.0473455540039507,0,0,4.863471024963875,25.58905142883133,BMP2;HYAL1;HYAL2;ZBTB16;OGN
GO_Biological_Process_2023,Gland Development (GO:0048732),6/74,0.0052756324569835,0.0473455540039507,0,0,4.03893951946976,21.182851251055848,TGFBR3;CAV1;TCF21;TBX3;FGFR2;DKK3
GO_Biological_Process_2023,Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),4/33,0.0053515371950564,0.0473455540039507,0,0,6.296809539155656,32.93465273368506,EDNRA;EDN1;DMD;ADRB2
GO_Biological_Process_2023,Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),4/33,0.0053515371950564,0.0473455540039507,0,0,6.296809539155656,32.93465273368506,TGFBR3;TNNC1;FGFR2;ENG
GO_Biological_Process_2023,Growth Hormone Receptor Signaling Pathway (GO:0060396),3/17,0.0054321589738832,0.0473455540039507,0,0,9.767232767232768,50.940207669159264,GHR;SOCS2;PIK3R1
GO_Biological_Process_2023,Cell Migration Involved In Sprouting Angiogenesis (GO:0002042),3/17,0.0054321589738832,0.0473455540039507,0,0,9.767232767232768,50.940207669159264,EFNB2;NR4A1;SLIT2
GO_Biological_Process_2023,Embryonic Axis Specification (GO:0000578),3/17,0.0054321589738832,0.0473455540039507,0,0,9.767232767232768,50.940207669159264,PTCH1;SMAD6;TBX3
GO_Biological_Process_2023,Muscle Tissue Morphogenesis (GO:0060415),3/17,0.0054321589738832,0.0473455540039507,0,0,9.767232767232768,50.940207669159264,TGFBR3;BMP2;MYLK
GO_Biological_Process_2023,Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744),3/17,0.0054321589738832,0.0473455540039507,0,0,9.767232767232768,50.940207669159264,MSR1;AGTR1;CD36
GO_Biological_Process_2023,Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641),3/17,0.0054321589738832,0.0473455540039507,0,0,9.767232767232768,50.940207669159264,CD55;HLA-E;TGFBR2
GO_Biological_Process_2023,Regulation Of Leukocyte Chemotaxis (GO:0002688),3/17,0.0054321589738832,0.0473455540039507,0,0,9.767232767232768,50.940207669159264,IL6;PTN;SLIT2
GO_Biological_Process_2023,Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),7/98,0.0053594585194137,0.0473455540039507,0,0,3.5252488687782804,18.43314677658374,CDH5;TPPP3;TAL1;CD36;CLU;FERMT2;RASIP1
GO_Biological_Process_2023,Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173),4/33,0.0053515371950564,0.0473455540039507,0,0,6.296809539155656,32.93465273368506,WFS1;AGTR1;KLF4;KLF2
GO_Biological_Process_2023,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),7/98,0.0053594585194137,0.0473455540039507,0,0,3.5252488687782804,18.43314677658374,FABP4;FABP5;EPAS1;CAV1;TRPV2;ADRB2;CD36
GO_Biological_Process_2023,Regulation Of Amyloid-Beta Formation (GO:1902003),4/33,0.0053515371950564,0.0473455540039507,0,0,6.296809539155656,32.93465273368506,NTRK2;RTN1;CLU;ABCG1
GO_Biological_Process_2023,Negative Regulation Of Response To Stimulus (GO:0048585),5/52,0.0051876257276487,0.0473455540039507,0,0,4.863471024963875,25.58905142883133,WFS1;ALOX5;SLIT2;KLF4;CLU
GO_Biological_Process_2023,Regulation Of Sprouting Angiogenesis (GO:1903670),4/33,0.0053515371950564,0.0473455540039507,0,0,6.296809539155656,32.93465273368506,SEMA6A;ALOX5;KLF4;KLF2
GO_Biological_Process_2023,Neuron Projection Guidance (GO:0097485),8/124,0.005540928929696,0.0481247114033742,0,0,3.163955757970072,16.4386267536619,SEMA5A;EFNB2;NFASC;SEMA6A;CXCL12;FEZ1;SEMA3G;SLIT2
GO_Biological_Process_2023,Regulation Of BMP Signaling Pathway (GO:0030510),6/75,0.005632473909238,0.0482450523811974,0,0,3.9802000408246574,20.61427799378609,CDH5;SOSTDC1;ZNF423;SMAD6;CHRDL1;ENG
GO_Biological_Process_2023,Tight Junction Assembly (GO:0120192),5/53,0.0056285735731109,0.0482450523811974,0,0,4.761904761904762,24.6661868129718,CDH5;CLDN5;RAMP2;PECAM1;CLDN18
GO_Biological_Process_2023,Negative Regulation Of Metabolic Process (GO:0009892),5/53,0.0056285735731109,0.0482450523811974,0,0,4.761904761904762,24.6661868129718,LAMA4;ALDH1A1;NPR3;ID1;ZNF423
GO_Biological_Process_2023,Regulation Of Stress Fiber Assembly (GO:0051492),6/75,0.005632473909238,0.0482450523811974,0,0,3.9802000408246574,20.61427799378609,PTGER4;RGCC;LIMCH1;PIK3R1;ARHGAP6;FERMT2
