Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),24/205,1.8735627007319324e-11,4.653929748618121e-08,0,0,6.300617484562886,155.62899580321968,SEMA5A;RAMP2;SEMA6A;ANXA3;NPR1;GATA6;EMP2;GATA2;KLF4;DCN;AQP1;CLDN5;CDH5;IL6;RGCC;RRAS;HYAL1;ADAMTS1;ALOX5;COL4A3;TEK;CD34;HOXA5;SASH1
KEGG_2021_Human,Complement and coagulation cascades,15/85,3.692248023181844e-10,9.525999899809157e-08,0,0,10.019527235354571,217.6202784125787,C1QB;CFD;CPB2;VWF;PROS1;C5AR1;C4BPA;CLU;THBD;F8;C7;SERPING1;VSIG4;A2M;CD55
GO_Biological_Process_2023,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),12/72,4.2183873645626914e-08,5.239237106786862e-05,0,0,9.289523809523809,157.74752024208493,TGFBR3;GDF10;CDH5;CLDN5;HPGD;ID1;FOS;LRRC32;SMAD6;FERMT2;TGFBR2;ENG
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),47/938,7.548328212129368e-08,6.250015759643116e-05,0,0,2.558977946856735,41.96558685126142,PID1;EPAS1;PLA2G1B;GATA6;TCF21;ADIRF;ARRB1;PIK3R1;LDB2;GATA2;ETS2;HEY1;PLAGL1;HYAL2;HOXA5;WWTR1;EGR1;IL33;EDN1;FOXF2;FOXF1;LMO2;LMO7;ETV1;FOS;KLF4;MEIS2;KLF2;TBX3;DCN;NR4A2;KAT2B;NR4A1;ZEB2;KLF6;BMP2;IL6;MEIS1;RGCC;NR4A3;TAL1;MAFF;TCF4;ERG;ATF3;FGFR2;ENG
GO_Biological_Process_2023,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),9/39,1.123588828047464e-07,6.977486622174752e-05,0,0,13.856737588652482,221.72952570342667,CX3CR1;EDN1;CAV1;HBB;CD36;AGTR2;KLF4;CLU;KLF2
GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),13/96,1.477643468859955e-07,7.340932753296255e-05,0,0,7.283693245535843,114.55535682611642,GDF10;HPGD;FOS;LRRC32;SMAD6;TGFBR2;TGFBR3;CDH5;CLDN5;HYAL2;ID1;FERMT2;ENG
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),14/119,2.931271531442821e-07,9.10159810512996e-05,0,0,6.20829346092504,93.38924369175288,SEMA5A;RAMP2;ANXA3;GATA6;EMP2;GATA2;KLF4;AQP1;CDH5;RRAS;HYAL1;TEK;CD34;SASH1
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),32/537,2.519846482491185e-07,9.10159810512996e-05,0,0,3.019881188118812,45.883765750664935,KANK2;SEMA5A;HPGD;NPR1;FHL1;WFDC1;FBLN1;ADARB1;CLU;ADAMTS1;HYAL1;PODXL;ALOX5;RPS6KA2;HYAL2;SLIT2;ADAMTS8;JAM2;ANGPT1;DUSP1;WFS1;SMAD6;KAT2B;NR4A1;BMP2;IL6;RGCC;COL4A3;MMRN2;AGTR2;CRYAB;FBP1
GO_Biological_Process_2023,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),9/43,2.769742519512866e-07,9.10159810512996e-05,0,0,12.224030037546934,184.5748014556445,SEMA5A;CDH5;RAMP2;RGCC;ANGPT1;NDNF;TEK;GATA2;GAS6
GO_Biological_Process_2023,Positive Regulation Of Vasculature Development (GO:1904018),13/104,3.830269474490311e-07,9.236477305201417e-05,0,0,6.6406409819297645,98.11653627355513,SEMA5A;RAMP2;ANXA3;GATA6;EMP2;GATA2;AQP1;CDH5;RRAS;HYAL1;TEK;CD34;SASH1
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),25/364,4.090227470097246e-07,9.236477305201417e-05,0,0,3.4841961833112274,51.25076656840098,RAMP2;PID1;RAMP3;GATA2;CLU;CDH5;LAMP3;CD36;CD34;HOXA5;EGR1;IL33;NTRK2;ANGPT1;WFS1;KLF4;KLF2;CLDN5;BMP2;IL6;TYROBP;RGCC;AGTR1;GAS6;FGFR4
GO_Biological_Process_2023,Receptor-Mediated Endocytosis (GO:0006898),14/122,3.9970219305196973e-07,9.236477305201417e-05,0,0,6.034910508594719,88.90959718370021,MSR1;RAMP2;CALCRL;RAMP3;CAV2;CAV1;SFTPD;ADRB2;MARCO;SNX1;MRC1;CD36;LDLR;FOLR1
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),54/1243,7.602611764255519e-07,0.00015737406352008923,0,0,2.20821819055629,31.112919429890635,CDKN1C;PID1;TCF21;ADIRF;ARRB1;LDB2;ETS2;HEY1;MECOM;HYAL2;CAPN3;HOXA5;EDN1;LMO2;LMO7;ETV1;FOS;DCN;KAT2B;ZEB2;TAL1;ERG;ATF3;ENG;MYRF;EPAS1;PLA2G1B;GATA6;PIK3R1;GATA2;PLAGL1;ZNF423;WWTR1;EGR1;IL33;FOXF2;FOXF1;ZBTB16;KLF4;MEIS2;FLI1;KLF2;TBX3;NR4A2;NR4A1;KLF6;BMP2;IL6;MEIS1;RGCC;NR4A3;MAFF;TCF4;FGFR2
GO_Biological_Process_2023,Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),14/130,8.736357951299251e-07,0.0001642886612494961,0,0,5.616399934004289,78.35216160405179,GDF10;HPGD;FOS;SMAD6;LRRC32;TGFBR2;TMEM100;TGFBR3;CDH5;CLDN5;BMP2;ID1;FERMT2;ENG
GO_Biological_Process_2023,Extracellular Matrix Assembly (GO:0085029),6/17,9.92081287738503e-07,0.0001642886612494961,0,0,25.040973111395648,346.1529099421593,MFAP4;RAMP2;MYH11;GAS6;FBLN5;GPM6B
GO_Biological_Process_2023,Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352),7/26,9.636275049431695e-07,0.0001642886612494961,0,0,16.946501547987616,234.7524468142765,SEMA5A;CDH5;RAMP2;NDNF;TEK;GATA2;GAS6
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),25/387,1.2618950891449113e-06,0.00017620213340265704,0,0,3.258921905330745,44.26559707736152,PTGER4;EPAS1;NPR1;PTN;ADRB2;GHR;ACADL;ZBED2;CD36;WWTR1;IL33;CADM1;ZBTB16;CAV1;TRPV2;TGFBR2;FGR;BMP2;IL6;FABP4;RGCC;FABP5;MMRN2;GAS6;FERMT2
GO_Biological_Process_2023,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),7/27,1.2768270536424425e-06,0.00017620213340265704,0,0,16.098352941176472,218.47287953831363,EDN1;HBB;CD36;AGTR2;KLF4;CLU;KLF2
GO_Biological_Process_2023,Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),8/38,1.230259964942965e-06,0.00017620213340265704,0,0,12.288050314465409,167.21929147768785,SEMA5A;CDH5;RAMP2;WFS1;NDNF;TEK;GATA2;GAS6
GO_Biological_Process_2023,Sprouting Angiogenesis (GO:0002040),9/52,1.5215457332792553e-06,0.0001976489034348186,0,0,9.661058881741711,129.41745615587797,SEMA5A;EFNB2;NR4A1;RAMP2;ANGPT1;SLIT2;TEK;RECK;ENG
GO_Biological_Process_2023,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),7/28,1.6709448358016064e-06,0.0001976489034348186,0,0,15.330980392156862,203.93456115526536,EDN1;HBB;CD36;AGTR2;KLF4;CLU;KLF2
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),19/244,1.626883987325864e-06,0.0001976489034348186,0,0,3.954985203120797,52.71538094074303,NTRK2;RAMP3;SEMA6A;ANGPT1;C5AR1;FBLN1;ARRB1;AGER;TGFBR3;MARCO;BMP2;RRAS;TIMP3;CD36;TEK;GAS6;FGFR4;FERMT2;FGFR2
GO_Biological_Process_2023,Hemopoiesis (GO:0030097),12/101,1.8613956743487735e-06,0.00021016849341283427,0,0,6.253290529695024,82.5070657858882,TGFBR3;MEIS1;SNRK;RRAS;MECOM;TAL1;ZBTB16;TEK;IL7R;CD34;FGFR2;TGFBR2
GO_Biological_Process_2023,Maintenance Of Blood-Brain Barrier (GO:0035633),7/29,2.1618767344490347e-06,0.0002247393067198602,0,0,14.63336898395722,190.88547712344035,CDH5;CLDN5;IL6;SLC1A1;PECAM1;DMD;JAM2
GO_Biological_Process_2023,Phagocytosis (GO:0006909),10/69,2.171394267824736e-06,0.0002247393067198602,0,0,7.835569122017833,102.17692676973232,SRPX;MSR1;MARCO;TYROBP;CD93;ANXA3;PECAM1;CD36;GAS6;LDLR
GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),11/86,2.4007285873487584e-06,0.0002284635604788788,0,0,6.790910530482977,87.87260500587577,CLDN5;SEMA6A;RGCC;NPR1;ALOX5;COL4A3;TEK;KLF4;HOXA5;DCN;KLF2
GO_Biological_Process_2023,Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),9/55,2.483299570422596e-06,0.0002284635604788788,0,0,9.029602220166511,116.53534564786368,KL;NR4A1;ZFP36;HYAL1;FLRT3;HYAL2;NDNF;FGFR4;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),28/483,2.4568065000616367e-06,0.0002284635604788788,0,0,2.911348057882712,37.60485871570738,VIPR1;PID1;PLA2G1B;C5AR1;PTN;AQP1;EFNB2;GRK5;HYAL1;NTRK2;WWTR1;EDN1;EMP2;MEIS2;TBX3;TBX2;TGFBR2;TGFBR3;CLDN5;BMP2;IL6;MEIS1;NR4A3;GAS6;FGFR4;IL7R;FGFR2;HBEGF
GO_Biological_Process_2023,Regulation Of Cell Migration (GO:0030334),26/434,3.1192253336550754e-06,0.0002658336522160323,0,0,3.0073408673814352,38.12684460493987,SEMA5A;MACF1;FAM107A;SEMA3G;NEDD9;ADARB1;LDB2;MYLK;CDH5;DACH1;PODXL;SLIT2;SASH1;EDN1;LIMCH1;CAV1;FGR;CLDN5;BMP2;CXCL12;MMRN2;PECAM1;RECK;FERMT2;ENG;HBEGF
GO_Biological_Process_2023,Negative Regulation Of Complement Activation (GO:0045916),5/12,3.210551355266091e-06,0.0002658336522160323,0,0,32.721646035463365,413.89832164525,SERPING1;C4BPA;SVEP1;VSIG4;CD55
GO_Biological_Process_2023,Bleb Assembly (GO:0032060),4/6,3.1114145766338537e-06,0.0002658336522160323,0,0,91.42990654205607,1159.370812093119,PMP22;EMP1;EMP2;MYLK
GO_Biological_Process_2023,Regulation Of Vasculogenesis (GO:2001212),5/13,5.124641355831344e-06,0.0004056170022424912,0,0,28.629976580796253,348.75462864210203,TMEM100;HEY1;RRAS;EMP2;CD34
GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),11/93,5.225339803445941e-06,0.0004056170022424912,0,0,6.208968194195006,75.51341360871656,SEMA5A;NR4A1;BMP2;RGCC;ANGPT1;CAV2;ALOX5;CAV1;TIE1;AKT3;TEK
GO_Biological_Process_2023,Blood Vessel Endothelial Cell Migration (GO:0043534),6/22,5.456978619051099e-06,0.0004107616633249372,0,0,17.211267605633804,208.57673072883128,EFNB2;CDH5;NR4A1;ID1;EMP2;SLIT2
GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),10/77,6.007131378133877e-06,0.0004263346955224157,0,0,6.8971493244677085,82.9214138704812,CLDN5;SEMA6A;RGCC;NPR1;ALOX5;COL4A3;TEK;KLF4;HOXA5;DCN
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),15/174,5.952992215110324e-06,0.0004263346955224157,0,0,4.390977783810687,52.83056106886992,EGR1;EDN1;HBB;SORBS1;KLF4;CLU;KLF2;KAT2B;IL6;ZEB2;RGCC;AGTR2;CD36;FGFR4;LDLR
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),27/480,6.478450205726605e-06,0.0004470130641951357,0,0,2.8130978660779986,33.608162466607105,PTGER4;RAMP2;PID1;RAMP3;PIK3R1;GATA2;CLU;CDH5;LAMP3;CD36;CD34;HOXA5;NTRK2;EGR1;IL33;CADM1;ANGPT1;KLF4;FGR;CLDN5;KAT2B;BMP2;IL6;RGCC;TYROBP;GAS6;FGFR4
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),17/221,6.74556216165607e-06,0.0004528642272852345,0,0,3.8883534136546185,46.29716879003608,SEMA5A;EDN1;CAV1;FAM107A;SEMA3G;NEDD9;MYLK;FGR;DUOX1;CDH5;BMP2;CXCL12;PODXL;SPOCK2;PECAM1;FERMT2;HBEGF
GO_Biological_Process_2023,Outflow Tract Septum Morphogenesis (GO:0003148),6/24,9.489817963496356e-06,0.0006203344163506565,0,0,15.29733959311424,176.9181858699124,GATA6;SMAD6;FGFR2;TBX2;TGFBR2;ENG
GO_Biological_Process_2023,Blood Vessel Diameter Maintenance (GO:0097746),7/36,1.0147812446713244e-05,0.0006463375927598897,0,0,11.097200811359029,127.59841584247258,EDNRA;EDN1;EDNRB;NPR1;AGTR1;AGTR2;KLF2
GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),36/763,1.0453311762913926e-05,0.0006491506604769548,0,0,2.356008503188696,27.02009959931261,KANK2;GATA6;TCF21;LDB2;GATA2;ETS2;ZFP36;DACH1;EDNRB;HEY1;DNAJB4;ZBED2;IL33;CBX7;EDN1;WFS1;ZBTB16;CAV1;PTCH1;KLF4;MEIS2;KLF2;TBX3;TBX2;NR4A2;ZEB2;BMP2;NR4A3;MAFF;ID1;ID4;FOSB;ID3;FBP1;ATF3;FGFR2
GO_Biological_Process_2023,Negative Regulation Of Cell Differentiation (GO:0045596),16/207,1.1810113868785664e-05,0.000715520069513746,0,0,3.9019331453886426,44.273496254788974,GDF10;WWTR1;CAV1;PTCH1;ZBTB16;SMAD6;MEIS2;TBX3;BMP2;IL6;MEIS1;EFEMP1;HEY1;SOSTDC1;FERMT2;ABCG1
GO_Biological_Process_2023,Receptor Internalization (GO:0031623),8/51,1.253183911759528e-05,0.0007411687706692066,0,0,8.567354102676612,96.70176498153374,RAMP2;SNX1;CALCRL;RAMP3;DMBT1;CAV1;ARRB1;CD36
GO_Biological_Process_2023,Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272),4/8,1.4028004026564074e-05,0.0008103619070229108,0,0,45.71028037383178,510.7874682703831,TYROBP;FAM107A;PTN;AGER
KEGG_2021_Human,Vascular smooth muscle contraction,13/133,6.348600497417594e-06,0.0008189694641668697,0,0,5.028321400159109,60.17531083432728,EDN1;RAMP2;CALCRL;RAMP3;NPR1;PLA2G1B;MYLK;EDNRA;ADCY9;AGTR1;MYH11;MYL9;MYH10
GO_Biological_Process_2023,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),19/284,1.4654290495927905e-05,0.000822356677423414,0,0,3.3510621773493536,37.299927145486414,KL;NTRK2;ANGPT1;CAV2;TIE1;NEDD9;PIK3R1;SORBS1;ADRB2;EFNB2;SOCS2;GHR;FGR;NR4A3;FLRT3;PDK4;TEK;FGFR4;FGFR2
GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),20/310,1.4897765895351702e-05,0.000822356677423414,0,0,3.2269835955808506,35.86566150509785,NTRK2;EDN1;RAMP3;ANGPT1;CAV2;PLA2G1B;C5AR1;ARRB1;ADRB2;AGER;GHR;MARCO;BMP2;IL6;CD36;TEK;GAS6;FGFR4;FERMT2;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),30/594,1.6372961181575086e-05,0.0008841399038050546,0,0,2.5145548851487245,27.71009130792597,VIPR1;MYRF;PLA2G1B;HBB;NEDD9;PTN;EFNB2;DUOX1;ZFP36;GRK5;HYAL1;SPOCK2;NTRK2;WWTR1;EDN1;CAV1;EMP2;MEIS2;TBX3;TGFBR2;CLDN5;BMP2;IL6;MEIS1;CXCL12;TAL1;FGFR4;IL7R;FGFR2;HBEGF
GO_Biological_Process_2023,Blood Vessel Morphogenesis (GO:0048514),8/53,1.6797851887998957e-05,0.0008877843423359449,0,0,8.185744234800838,89.99619667443599,EFNB2;RAMP2;CAV1;SLC1A1;ID1;RASIP1;TGFBR2;ENG
GO_Biological_Process_2023,Regulation Of Cold-Induced Thermogenesis (GO:0120161),13/146,1.7513952204376606e-05,0.0009063470265764892,0,0,4.533798697220378,49.65648792780841,EPAS1;CAV1;LAMA4;NPR3;TRPV2;ADRB2;FABP4;ACADL;FABP5;ID1;ALDH1A1;CD36;ZNF423
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,11/100,1.060464060135528e-05,0.000911999091716554,0,0,5.718567349008514,65.50172198158683,EGR1;THBD;IL6;EDN1;AKT3;COL4A3;AGTR1;COL4A5;PIK3R1;AGER;TGFBR2
GO_Biological_Process_2023,Regulation Of Endothelial Cell Migration (GO:0010594),10/88,2.001422799980788e-05,0.0010145988235004,0,0,5.921132579900353,64.06113091106222,EDN1;RRAS;ANGPT1;ANXA3;EMP2;PTN;SLIT2;TEK;DCN;SASH1
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),18/267,2.2147145441316878e-05,0.0010786962603182,0,0,3.3733193644141783,36.15456884083908,KANK2;CX3CR1;PID1;SEMA6A;PTCH1;ARRB1;IRAK3;GATA2;DCN;DKK3;NR4A2;BMP2;HEY1;WIF1;MMRN2;GPC3;SOSTDC1;AGTR2
GO_Biological_Process_2023,Skeletal System Development (GO:0001501),13/149,2.176806664186855e-05,0.0010786962603182,0,0,4.433104029201179,47.5896665328498,PTGER4;GDF10;COL13A1;ZBTB16;NPR3;PRELP;ETS2;TBX3;BMP2;HYAL1;HYAL2;OGN;FGFR2
GO_Biological_Process_2023,Aorta Morphogenesis (GO:0035909),5/17,2.293999663605995e-05,0.0010958259931533,0,0,19.082747853239656,203.8539078481928,HEY1;MYLK;TBX2;TGFBR2;ENG
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),43/1025,2.565364913898465e-05,0.0012023332917214,0,0,2.092152314933586,22.115775429290597,CDKN1C;KANK2;GATA6;TCF21;LDB2;GATA2;ETS2;ZFP36;DACH1;EDNRB;HEY1;MECOM;DNAJB4;ZBED2;CAPN3;ZNF423;IL33;CBX7;EDN1;WFS1;ZBTB16;CAV1;PTCH1;KLF4;MEIS2;KLF2;TBX3;DKK3;TBX2;NR4A2;ZEB2;BMP2;NR4A3;MAFF;ID1;ID4;FOSB;ID3;GAS6;CRYAB;FBP1;ATF3;FGFR2
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),35/766,2.716173399472734e-05,0.0012267226771436,0,0,2.2718094325774363,23.88512604275956,KANK2;VIPR1;PLA2G1B;NPR3;ADARB1;PTN;CLU;EFNB2;GRK5;ADAMTS1;RPS6KA2;ADAMTS8;NTRK2;WWTR1;EDN1;EMP2;SMAD6;MEIS2;TBX3;TGFBR2;CLDN5;KAT2B;BMP2;IL6;MEIS1;RGCC;NR4A3;COL4A3;MMRN2;AGTR1;FGFR4;IL7R;FGFR2;ENG;HBEGF
GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),10/91,2.690556063614786e-05,0.0012267226771436,0,0,5.700953718331285,59.99214833979696,CDKN1C;TGFBR3;NR4A1;ZFP36;NR4A3;ANGPT1;HYAL1;TIE1;C5AR1;FGFR2
GO_Biological_Process_2023,Circulatory System Development (GO:0072359),12/132,2.986359350389786e-05,0.0012854723983741,0,0,4.63047619047619,48.24433144860545,CDH5;KAT2B;BMP2;RAMP2;PDLIM2;HEY1;FLRT3;FOXF1;HEG1;TCF21;TEK;TGFBR2
GO_Biological_Process_2023,Cardiac Ventricle Morphogenesis (GO:0003208),7/42,2.9330992306773737e-05,0.0012854723983741,0,0,9.192,95.93567082943149,TGFBR3;HEY1;FOXF1;TNNC1;FGFR2;TGFBR2;ENG
GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),14/176,3.0015056000684822e-05,0.0012854723983741,0,0,4.01210939807431,41.78135073016571,ECM2;COL13A1;DPT;NDNF;ADAMTS1;SPOCK2;COL4A3;COL4A5;SLC39A8;ADAMTS8;TPSAB1;GAS6;RECK;GPM6B
GO_Biological_Process_2023,Heart Trabecula Morphogenesis (GO:0061384),5/18,3.12012033672706e-05,0.0013136235451576,0,0,17.613943433615564,182.7456124171821,TGFBR3;HEY1;S1PR1;TEK;ENG
GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),14/179,3.619517229656447e-05,0.0014984801330777,0,0,3.9385529940553865,40.27794622238449,NTRK2;RAMP3;ANGPT1;C5AR1;ARRB1;AGER;MARCO;BMP2;CD36;TEK;FGFR4;GAS6;FERMT2;FGFR2
GO_Biological_Process_2023,Artery Morphogenesis (GO:0048844),6/30,3.751297670249e-05,0.0015275776086718,0,0,11.469483568075118,116.8834842778012,HPGD;FOXF1;FOLR1;TBX2;TGFBR2;ENG
GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),12/136,4.016630074819592e-05,0.0016092434041696,0,0,4.480184331797235,45.35058616812183,SEMA5A;CX3CR1;NTRK2;RAMP3;RRAS;ANGPT1;HYAL2;TEK;GAS6;FERMT2;ENG;HBEGF
GO_Biological_Process_2023,Cardiac Epithelial To Mesenchymal Transition (GO:0060317),5/19,4.159580732422752e-05,0.0016400632602123,0,0,16.354968216794916,164.9809247559325,TGFBR3;BMP2;HEY1;TBX3;ENG
GO_Biological_Process_2023,Cardiac Muscle Tissue Morphogenesis (GO:0055008),6/31,4.567402285591133e-05,0.001772723012095,0,0,11.010140845070422,110.03513675418036,TGFBR3;BMP2;TNNC1;S1PR1;FGFR2;ENG
GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation (GO:0045597),18/283,4.766071968299426e-05,0.0018213727337316,0,0,3.1670221493027078,31.51631367346098,MSR1;WWTR1;ZBTB16;ADIRF;PTN;TGFBR2;TMEM100;ZFP36;BMP2;IL6;RGCC;RRAS;AGTR1;TCF4;CD36;CD34;HOXA5;FERMT2
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),70/2028,5.309690405352674e-05,0.0019983743889236,0,0,1.739146383444602,17.11909948544013,PID1;TCF21;ADIRF;ARRB1;LDB2;ETS2;ZFP36;DACH1;EDNRB;HEY1;MECOM;HYAL2;HOXA5;EDN1;SFTPC;LMO2;LMO7;ETV1;FOS;DCN;KAT2B;ZEB2;TAL1;ERG;FBP1;ATF3;ENG;KANK2;CEBPD;EPAS1;PLA2G1B;GATA6;PIK3R1;GATA2;PLAGL1;DNAJB4;ZBED2;WWTR1;EGR1;IL33;CBX7;FOXF2;WFS1;FOXF1;ZBTB16;CAV1;PTCH1;KLF4;SMAD6;MEIS2;FLI1;KLF2;TBX3;TBX2;NR4A2;NR4A1;KLF6;BMP2;IL6;MEIS1;RGCC;NR4A3;MAFF;KLF9;ID1;ID4;FOSB;ID3;TCF4;FGFR2
GO_Biological_Process_2023,Response To Fibroblast Growth Factor (GO:0071774),5/20,5.448096385972423e-05,0.0020198614063814,0,0,15.263856362217018,149.8553399074425,NR4A1;ZFP36;HYAL1;HYAL2;NDNF
GO_Biological_Process_2023,Inflammatory Response (GO:0006954),16/236,5.8710320657447255e-05,0.0021446534781338,0,0,3.3825174825174824,32.95551275640466,PTGER4;AOC3;C5AR1;FOS;CXCL3;AGER;CXCL2;IL1RL1;BMP2;IL6;HYAL1;AGTR1;OLR1;AGTR2;ACKR1;CDO1
GO_Biological_Process_2023,Cellular Response To UV-B (GO:0071493),4/11,6.280487869405601e-05,0.0021667683149449,0,0,26.11615487316422,252.68627673052063,MFAP4;MME;HYAL1;HYAL2
GO_Biological_Process_2023,Negative Regulation Of Vascular Permeability (GO:0043116),4/11,6.280487869405601e-05,0.0021667683149449,0,0,26.11615487316422,252.68627673052063,CLDN5;RAMP2;SLIT2;FERMT2
GO_Biological_Process_2023,Smooth Muscle Cell Differentiation (GO:0051145),4/11,6.280487869405601e-05,0.0021667683149449,0,0,26.11615487316422,252.68627673052063,EDNRB;HEY1;TMEM204;GATA6
GO_Biological_Process_2023,Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),7/47,6.230987251881888e-05,0.0021667683149449,0,0,8.040941176470588,77.86357482518396,WWTR1;BMP2;IL6;RGCC;EMP2;FERMT2;TGFBR2
GO_Biological_Process_2023,Vasculogenesis (GO:0001570),6/33,6.624258136349026e-05,0.002223602325769,0,0,10.193531559728743,98.08406766123063,TGFBR3;RAMP2;CAV1;RASIP1;TGFBR2;ENG
GO_Biological_Process_2023,Endocytosis (GO:0006897),14/189,6.558105565658995e-05,0.002223602325769,0,0,3.711578947368421,35.75075866208214,MSR1;CD93;ANXA3;CAV1;SFTPD;ADRB2;MARCO;DPYSL2;MRC1;PECAM1;CD36;GAS6;LDLR;FOLR1
GO_Biological_Process_2023,Regulation Of Protein Phosphorylation (GO:0001932),17/265,6.923791341260007e-05,0.0022629865383802,0,0,3.1912164788185,30.565350052018104,WWTR1;NTRK2;PID1;ANGPT1;LIMCH1;FBLN1;ARRB1;AGER;FGR;MARCO;CDH5;BMP2;PECAM1;SLIT2;TEK;GAS6;ENG
GO_Biological_Process_2023,Cellular Response To Organic Substance (GO:0071310),9/82,6.846462026343203e-05,0.0022629865383802,0,0,5.682016904692509,54.485959220656106,GHR;SOCS2;EDN1;RAMP2;PID1;RAMP3;MME;SLC1A1;SLIT2
GO_Biological_Process_2023,Endocardial Cushion Morphogenesis (GO:0003203),5/21,7.024322641084401e-05,0.0022660282390199,0,0,14.309133489461358,136.8460660138146,BMP2;HEY1;TBX2;TGFBR2;ENG
GO_Biological_Process_2023,Heart Development (GO:0007507),13/171,9.131576072889064e-05,0.0028003499956859,0,0,3.811516268390683,35.451626173911464,RAMP2;FOXF1;HEG1;TBX3;TGFBR2;TBX2;TGFBR3;KAT2B;BMP2;PDLIM2;FLRT3;GPC3;TEK
GO_Biological_Process_2023,Negative Regulation Of Myeloid Cell Differentiation (GO:0045638),5/22,8.929815052154463e-05,0.0028003499956859,0,0,13.466730954676953,125.55746711054742,MEIS1;ZFP36;ZBTB16;MEIS2;HOXA5
GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Migration (GO:0010595),9/85,9.08685322311258e-05,0.0028003499956859,0,0,5.456886898096305,50.78231768282272,SEMA5A;EDN1;RRAS;ANGPT1;ANXA3;AKT3;TEK;GATA2;SASH1
GO_Biological_Process_2023,Regulation Of Kinase Activity (GO:0043549),9/85,9.08685322311258e-05,0.0028003499956859,0,0,5.456886898096305,50.78231768282272,CDKN1C;FGR;NTRK2;TIE1;EMP2;LDB2;TEK;FGFR4;FGFR2
GO_Biological_Process_2023,Positive Regulation Of Urine Volume (GO:0035810),3/5,9.68957998736817e-05,0.002865347224836,0,0,68.41258741258741,632.2605392174897,NPR1;HYAL2;NPR3
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),17/272,9.530961758801411e-05,0.002865347224836,0,0,3.1024899598393576,28.724030477252487,SEMA5A;EDN1;SEMA6A;CAV1;FAM107A;SEMA3G;NEDD9;MYLK;FGR;CDH5;BMP2;CXCL12;HYAL1;PODXL;PECAM1;FERMT2;HBEGF
GO_Biological_Process_2023,Glomerulus Vasculature Development (GO:0072012),3/5,9.68957998736817e-05,0.002865347224836,0,0,68.41258741258741,632.2605392174897,PECAM1;TEK;CD34
