probe,log2FC,pvalue,padj
206742_at,-2.554901556087967,2.9880602635349723e-34,2.219431561744993e-31
216333_x_at,-1.6522229086242088,8.03461465507128e-34,5.775332850288816e-31
204894_s_at,-1.8686365056263199,1.153405258191679e-33,8.03166542758912e-31
202524_s_at,-2.0318916224264587,1.223246363991609e-33,8.25987840267425e-31
205952_at,-2.049443264255453,1.372985171070159e-33,8.998302519693044e-31
221747_at,-1.7774550292487685,1.7201736096730133e-33,1.0951608155526787e-30
202878_s_at,-1.7485399584845176,1.869492342858279e-33,1.1571638298864175e-30
206702_at,-2.466454783251584,2.170075918547461e-33,1.2725210971840283e-30
203065_s_at,-2.677740737001761,3.492355204280744e-33,1.9455037754246954e-30
204271_s_at,-2.2274919115763563,3.7201143581791536e-33,2.0158153368381844e-30
209167_at,-2.1736567865052763,6.815807545685168e-33,3.532014873034944e-30
217897_at,-1.4626558855858551,7.137713100885103e-33,3.614765023341426e-30
213236_at,-1.4903901294064035,7.31039850608603e-33,3.619946886913667e-30
209170_s_at,-2.2245382252790282,1.0417911686011887e-32,5.046572306508758e-30
203865_s_at,-1.899192517811401,1.919150690257063e-32,9.098815921488964e-30
200911_s_at,-1.4980590676523544,2.8589482218106807e-32,1.3001212903389263e-29
209897_s_at,-1.966872745534129,2.809235803270631e-32,1.3001212903389263e-29
214135_at,-3.446411652246658,3.9157948589679173e-32,1.7451131368476418e-29
211922_s_at,-1.421926884042577,7.83743735782327e-32,3.3861662694260724e-29
220027_s_at,-1.594804444784307,7.902017053814826e-32,3.3861662694260724e-29
217046_s_at,-3.03768888583216,8.803913158880178e-32,3.5705299804071415e-29
204468_s_at,-1.9310316297269523,8.812958260664758e-32,3.5705299804071415e-29
218820_at,-1.5140257634447565,8.514911946488229e-32,3.5705299804071415e-29
218723_s_at,-2.243364731923995,9.847113633621102e-32,3.9182720196067677e-29
202759_s_at,-1.7144353844546103,1.1531873622622403e-31,4.508153332156053e-29
201432_at,-1.3735273417093588,1.2918567327640963e-31,4.879058233251247e-29
206167_s_at,-1.9401847245570014,1.45641346708112e-31,5.408876881161433e-29
41644_at,-1.1465153667656605,1.7307131700372059e-31,6.322210093104764e-29
214505_s_at,-1.8890748620686155,1.8427335179791803e-31,6.622843706633883e-29
201577_at,1.747713402391625,1.9451342646352674e-31,6.879909018867883e-29
206093_x_at,-1.4117506290154846,2.3697532343124932e-31,8.250814268778951e-29
205935_at,-2.2280578829806483,3.1914453558746757e-31,1.09407656715316e-28
219440_at,-1.4706096847237875,5.6611031354326405e-31,1.9113085025279627e-28
213317_at,-3.083551368493665,7.132203308816755e-31,2.372043079557668e-28
209894_at,-2.5943401467536944,9.552348653339607e-31,3.130220368270095e-28
203571_s_at,-2.7054627631871924,1.214073834595491e-30,3.9207546748248303e-28
205357_s_at,-1.6991026559412372,1.4300258576980152e-30,4.552180883869268e-28
204975_at,-2.027159870738215,1.4868433813080116e-30,4.666384657138933e-28
208609_s_at,-1.791036758932794,1.8617022423271226e-30,5.761709870246566e-28
203562_at,-1.452499885992962,2.044221481599911e-30,6.239916064998742e-28
202747_s_at,-1.2776218479950714,3.6861567365741764e-30,1.0807714547510838e-27
204579_at,-1.449258993783955,3.788248194470781e-30,1.0962796690570444e-27
200700_s_at,1.4222702120133697,4.1127122170405045e-30,1.1749175170809431e-27
201348_at,-2.1108822698740344,4.3591528504903695e-30,1.2295569995883152e-27
209614_at,-1.5515013876449686,4.7328429867790774e-30,1.3182742534299773e-27
213974_at,-1.9936949073581989,5.354217631022158e-30,1.4729386601489722e-27
202877_s_at,-1.1802628651030957,6.1169676573040696e-30,1.6622486622891047e-27
219452_at,-1.217437612331457,7.549549402844106e-30,2.021319867249024e-27
214091_s_at,-2.166803309845884,7.619749084455326e-30,2.021319867249024e-27
209493_at,-2.2598435994320907,7.803514382829154e-30,2.0457142469715535e-27
209904_at,-2.8979773258715706,9.038928413823307e-30,2.3420283935491247e-27
212097_at,-2.420303753893739,1.1542455808637766e-29,2.9563280779755787e-27
212071_s_at,-1.3150874258325125,1.2680683003570418e-29,3.2109506746427225e-27
210299_s_at,-2.6841751256569317,1.600990404584213e-29,4.0084122680168566e-27
208983_s_at,-1.4989536367621383,1.7492266169264115e-29,4.3308907449968034e-27
218346_s_at,-1.1953861888170305,1.8378332284742852e-29,4.500267893416758e-27
206069_s_at,-1.5130448292839551,2.1928005405953797e-29,5.253997252267402e-27
221748_s_at,-1.6581775377195633,2.1837353975477938e-29,5.253997252267402e-27
213247_at,-1.1923093771755813,3.132616170413862e-29,7.425966609077882e-27
205779_at,-1.7688540321826185,3.243060996332696e-29,7.606855598029629e-27
209283_at,-1.2641937588194923,3.4271600645222475e-29,7.954938303932213e-27
205632_s_at,-1.7637718684444046,3.647197072186499e-29,8.378401274178532e-27
206701_x_at,-2.2989317984461657,3.9045574835982226e-29,8.878087184389714e-27
203323_at,-2.4641038047723427,4.4650597874506557e-29,1.0049992650885148e-26
207547_s_at,-1.8963863676389874,5.0365492118034587e-29,1.1002884910452596e-26
219436_s_at,-1.8038501896002819,5.01310515710104e-29,1.1002884910452596e-26
219371_s_at,-1.924356528588671,7.921281046900401e-29,1.6972106304623235e-26
217871_s_at,1.3664339713061207,8.504387591315354e-29,1.8047930352121908e-26
213069_at,-1.5196784038557336,9.992422037888238e-29,2.1005767950024867e-26
209470_s_at,-2.8358372182952136,1.0786326234873865e-28,2.246277640109293e-26
210298_x_at,-2.363602406517595,1.2752133135142809e-28,2.606933785783369e-26
206953_s_at,-1.9229773468219573,1.6305503394925618e-28,3.303050292264796e-26
209612_s_at,-3.346904757887051,1.9913722679713612e-28,3.997634977225751e-26
221133_s_at,-2.266075842610838,2.333059062900968e-28,4.641745990948417e-26
213900_at,-1.3100129418465878,2.5264792904974377e-28,4.9820830115180896e-26
213541_s_at,-1.7058869898476416,3.055856065359168e-28,5.973126377578802e-26
49452_at,-1.0517359574275167,3.0996160595862377e-28,6.005977796153055e-26
40560_at,-1.541679248837088,3.2139664645135024e-28,6.173863338685721e-26
205384_at,-1.4880772323522171,3.5194149754078566e-28,6.702831102308826e-26
209763_at,-2.001509178506333,3.7152064722255007e-28,7.015758120389901e-26
219866_at,-2.3428237097688234,3.911420444296587e-28,7.263181813355071e-26
205382_s_at,-2.158523232560169,4.321464372614325e-28,7.91074674552469e-26
215918_s_at,-1.169840410747713,4.331154256401796e-28,7.91074674552469e-26
207761_s_at,-1.685171774663969,4.389487827817897e-28,7.95211034693221e-26
213169_at,-1.4260515794261073,5.36092315770831e-28,9.633665380904376e-26
204570_at,-1.4460386301759334,5.658997103303095e-28,1.0087954596232229e-25
203549_s_at,-2.3892575675598184,6.2018085161521855e-28,1.0967849140112633e-25
219230_at,-3.570312733105558,6.452535533856312e-28,1.132140545676537e-25
212713_at,-2.111399293852216,7.116637584920402e-28,1.238906525818604e-25
212636_at,-1.9030699204595347,8.134516942595534e-28,1.405127449859351e-25
217437_s_at,-1.433460017857496,9.464702461039211e-28,1.6223228072256672e-25
204642_at,-1.2774482228821276,1.0571517861737412e-27,1.7982071184205706e-25
205726_at,-1.0070375450735387,1.1585906808827e-27,1.9417372512058975e-25
206499_s_at,1.0104408617980303,1.1589599892760596e-27,1.9417372512058975e-25
205866_at,-3.503098881885995,1.2041542829495346e-27,1.9875681397751468e-25
220677_s_at,-1.5815384264408845,1.2723313621094719e-27,2.084658804550394e-25
202746_at,-1.8354181160573546,1.3058182941766633e-27,2.1239086897181448e-25
211726_s_at,-2.468074564039407,1.454141890976005e-27,2.3480176635230666e-25
203887_s_at,-1.881739089167839,1.5688516636690414e-27,2.515015943995486e-25
203088_at,-1.5189396822142882,1.6977534055960996e-27,2.702217081206992e-25
206209_s_at,-2.5535084962142856,1.8348760905685134e-27,2.8997548883785945e-25
219315_s_at,-1.5645909540323686,1.9266224670226356e-27,3.0233048192017876e-25
201809_s_at,-1.3757525064074603,2.077244357095873e-27,3.21439138952551e-25
219165_at,-1.479070482542225,2.1403105782233338e-27,3.289140732037969e-25
209529_at,1.8724534422389176,2.37126853085694e-27,3.6191079913072055e-25
219167_at,-1.273340086547151,2.6835301230795353e-27,4.067830049835462e-25
213316_at,-1.8764116398011952,3.0880304987818585e-27,4.6493637570510915e-25
204955_at,-1.8661850572156933,3.960770505888021e-27,5.883856612180185e-25
220170_at,-1.1938571445545394,4.074860435773677e-27,6.013252654989725e-25
212730_at,-1.1898990022399714,4.5534285053956564e-27,6.675266275377067e-25
208634_s_at,-1.2933110057470074,5.266196492363202e-27,7.619912755800599e-25
205846_at,-1.4761858986178753,5.619531297850531e-27,8.078710703871186e-25
205003_at,-1.8519336042142855,6.38319324050734e-27,9.117736857578528e-25
209841_s_at,-1.459536241655524,6.668290015015904e-27,9.404399139531608e-25
222217_s_at,-1.1241647135619264,6.820338844491071e-27,9.55834028124494e-25
201539_s_at,-2.401341999756861,7.536862979084634e-27,1.043129923993434e-24
220994_s_at,-1.4054842845686144,8.696049155041895e-27,1.1887979344895616e-24
221132_at,-2.139265887686137,1.0351395934118727e-26,1.3979403369695005e-24
201013_s_at,1.669104096214637,1.0799806183283677e-26,1.4497113324223505e-24
203548_s_at,-2.3712007506080237,1.1108869137374229e-26,1.4822690478329936e-24
209543_s_at,-1.049817300787474,1.1659874512793159e-26,1.546529665289107e-24
217771_at,1.8314141314584802,1.2667264512690853e-26,1.670205059978049e-24
204072_s_at,-1.9456722770964117,1.6251096473851502e-26,2.1301363689813708e-24
209539_at,-1.0307588044306843,1.8063949843414845e-26,2.3402267114000754e-24
219091_s_at,-1.1713037333712188,2.153466009827664e-26,2.773738907340453e-24
212975_at,-1.048977142887404,2.281612247800926e-26,2.905567371470985e-24
212353_at,2.360079499373329,2.2818933267846445e-26,2.905567371470985e-24
213844_at,-1.402457056028851,2.653678980126724e-26,3.359768676941124e-24
209613_s_at,-3.6784672654092194,2.9733231150157727e-26,3.743195422141043e-24
217525_at,-1.132374587019,3.775001814223675e-26,4.725750866648661e-24
205608_s_at,-1.442517278043633,4.493062469039739e-26,5.5314315468294195e-24
218656_s_at,-1.6410456023881057,4.466689196381884e-26,5.5314315468294195e-24
206283_s_at,-1.2927306884806455,4.486715858177823e-26,5.5314315468294195e-24
218717_s_at,-1.3974986504859244,4.748437544464724e-26,5.799299630458655e-24
204249_s_at,-1.5537385250401128,4.8561467947725136e-26,5.8809521210823866e-24
209481_at,-1.2180683252962705,5.511370178648005e-26,6.638370902206135e-24
219093_at,-1.5358384528645308,6.07080819733761e-26,7.272893497917955e-24
201231_s_at,1.0759111847536964,6.315776379795311e-26,7.525906153528283e-24
221841_s_at,-2.2198551445151278,6.367438836399289e-26,7.547108488908795e-24
213620_s_at,-1.53223027366397,6.845761708816498e-26,8.071116833733228e-24
210762_s_at,-2.2454019590520744,8.145593251809107e-26,9.553066022634861e-24
217809_at,1.1276273624444055,8.550163083776999e-26,9.975041046900673e-24
212680_x_at,1.227559645270583,9.292272410444719e-26,1.0673180727935036e-23
206208_at,-2.0092843798740336,1.0416689319790484e-25,1.1903337851943146e-23
212354_at,2.1182963355348328,1.1286393591654692e-25,1.2831362673614361e-23
213453_x_at,1.028411241790991,1.2217039922185957e-25,1.381889850690709e-23
202468_s_at,-1.4279139031280792,1.308402719221383e-25,1.4724817066873776e-23
211986_at,-1.351626924534484,1.5098428794364483e-25,1.6821914441241187e-23
202908_at,-1.252047168921532,1.5695290121984e-25,1.7399907949660173e-23
203006_at,-1.1049084328201975,1.8859181229246326e-25,2.070143523799487e-23
201292_at,2.4559629390102025,1.9516868408644497e-25,2.1318351899501242e-23
205206_at,-2.0550092384521452,2.3503215592053016e-25,2.5300587103271367e-23
202200_s_at,1.0204497539623505,2.3910920292587327e-25,2.5615722926909778e-23
208789_at,-1.2956365370844463,2.4342516639885177e-25,2.5953315707490976e-23
220765_s_at,-1.6278048224327941,2.758886409155382e-25,2.9135671021426247e-23
219563_at,-1.301834457085505,3.028935298496145e-25,3.1836681724712074e-23
208944_at,-1.430807130483112,3.077529611873173e-25,3.204513660811679e-23
218418_s_at,-1.2206030149264624,3.0636157121729725e-25,3.204513660811679e-23
210002_at,-1.8365408195200583,3.3091758711200708e-25,3.4138132377855804e-23
217232_x_at,-2.7111302280218155,3.3994340588850604e-25,3.490764476227456e-23
212327_at,-1.739323750363475,3.4408584237401306e-25,3.517093956706483e-23
200795_at,-1.5333987423022535,3.6844883925273514e-25,3.748924879026802e-23
203744_at,2.2161972544373683,3.8471053788645345e-25,3.878961500327531e-23
219777_at,-1.9101632446608026,4.280346938004695e-25,4.296350036917055e-23
212822_at,-1.269172298412034,4.912526994765746e-25,4.9087820190298266e-23
209292_at,-1.9098704717695298,6.065413415613258e-25,6.006915872893789e-23
204712_at,-3.6867095054025327,6.252315543204417e-25,6.164617134921418e-23
206170_at,-1.559688879913793,6.5116278047214965e-25,6.392008915092912e-23
215059_at,-1.6574084797202673,8.846418083200106e-25,8.645821673155613e-23
202242_at,-1.8047090436678381,8.905562875530671e-25,8.665618233862443e-23
1598_g_at,-1.0145673989679818,9.879371638492095e-25,9.571392966109538e-23
205883_at,-2.2585291583163274,1.030413473039597e-24,9.939698450104475e-23
219059_s_at,-1.2306568017952166,1.040381076057147e-24,9.992591171457503e-23
201497_x_at,-1.5759944085601703,1.104839468808712e-24,1.0566153598053447e-22
202177_at,-1.418898367423294,1.1098653447375479e-24,1.056885875076358e-22
212328_at,-1.8618856525703755,1.4645744707280897e-24,1.3887282098397458e-22
221667_s_at,-1.4341753819521461,1.5711972349399213e-24,1.4835164400917909e-22
205471_s_at,-1.4428715135457422,1.6977418183404625e-24,1.5895286108437197e-22
205609_at,-1.5290245212111184,1.7479080750248368e-24,1.6296500266016083e-22
205498_at,-1.4553795173589004,1.8535275714509297e-24,1.7209231197767112e-22
204069_at,-1.083149405092188,2.3354611496818193e-24,2.1593809459900407e-22
219282_s_at,-1.0433827294489806,2.4060609845236504e-24,2.215465161906632e-22
200762_at,-1.5380612511161154,2.5271238702854912e-24,2.317362189365086e-22
209458_x_at,-2.84799874507776,2.7030833720278608e-24,2.4685576548728205e-22
204364_s_at,-1.0483980005309634,2.75157407146624e-24,2.5025846952849887e-22
43511_s_at,-1.007370310628783,2.8783689365705167e-24,2.607264024943123e-22
216905_s_at,1.1235574175675582,3.814002789009661e-24,3.426912264012188e-22
209210_s_at,-1.2747245339581301,3.9993009318730975e-24,3.5789727977882826e-22
219478_at,-1.287297295514076,4.1065825302325435e-24,3.6556571403435447e-22
202910_s_at,-1.1719399350045734,4.2011972287173004e-24,3.7148919780756986e-22
212230_at,-1.2577113723902187,4.693361874674304e-24,4.133683108828755e-22
210096_at,-3.709796398905346,5.0646579609026094e-24,4.425716601678151e-22
209035_at,1.8202872279722024,5.0520555907725165e-24,4.425716601678151e-22
202760_s_at,-2.0182154001270245,5.2479443175952474e-24,4.567966532381832e-22
212914_at,-1.2299555470070374,5.6714813887554076e-24,4.917417112281586e-22
209840_s_at,-1.755538046881421,5.776909722379773e-24,4.989413928053817e-22
217177_s_at,-1.0774286044929626,6.101943840280055e-24,5.249792069226273e-22
214414_x_at,-2.751072821606261,6.152013106072526e-24,5.272511847792849e-22
204220_at,-1.2310454665154822,6.491673808346853e-24,5.542297604267928e-22
202796_at,-1.0301871068244193,6.740453574647114e-24,5.710932585698161e-22
204018_x_at,-2.6515130033268814,6.728890920214117e-24,5.710932585698161e-22
220003_at,-1.1718248103976068,7.222034462380406e-24,6.095780072925099e-22
AFFX-HUMGAPDH/M33197_M_at,1.0849026603976117,8.23000039596946e-24,6.894327023435619e-22
211696_x_at,-2.5769893716460253,8.374862144465073e-24,6.989402740266487e-22
205982_x_at,-3.9951199501375783,8.40908088557851e-24,6.991774230348729e-22
203835_at,-1.1420089508423654,8.456791162846337e-24,7.005303995602414e-22
201719_s_at,-1.0922737702216754,9.369795275534233e-24,7.704322809030602e-22
202722_s_at,1.3410438688701607,9.567436044373995e-24,7.837910932970063e-22
217414_x_at,-2.812923328221677,1.1000408789248017e-23,8.978831833363134e-22
206637_at,-1.4921765255084436,1.191137070608833e-23,9.651675397955137e-22
210619_s_at,-1.3357279032090066,1.2367994898371357e-23,9.949315174021983e-22
211699_x_at,-2.7530677778972557,1.236259177415696e-23,9.949315174021983e-22
205407_at,-1.4266341084781828,1.4241655278200634e-23,1.1293480589471342e-21
205941_s_at,1.951116687305067,1.43600445984715e-23,1.1346981339990794e-21
211745_x_at,-2.8244686386520073,1.6444804278975e-23,1.2948394832098939e-21
209116_x_at,-3.0160210294978906,1.7540319229705378e-23,1.3762356809701582e-21
212372_at,-1.406824357139687,1.7708381801433293e-23,1.3845469181801335e-21
209469_at,-2.327308329338493,2.2850848767275144e-23,1.768005080143028e-21
204811_s_at,-2.095113993149191,2.4143932884046423e-23,1.848794695722359e-21
204797_s_at,-1.2070373092044333,2.4133937654211175e-23,1.848794695722359e-21
212448_at,-1.4564908379282198,2.3980489082683468e-23,1.848794695722359e-21
214387_x_at,-4.047179179318087,2.6118411305244687e-23,1.986336379231288e-21
211663_x_at,-1.2427853043089385,2.6860619078863983e-23,2.035833928348048e-21
200671_s_at,-1.2792379170798736,2.9130414700557914e-23,2.192949428285581e-21
214199_at,-2.716626497387402,3.314775366180877e-23,2.4869743934211612e-21
211735_x_at,-4.0020347033244175,3.472322799346461e-23,2.5964351992562813e-21
218546_at,-1.3038969963525684,3.874986465029877e-23,2.887836903018754e-21
203888_at,-1.2675171050277942,4.617080678312902e-23,3.429413625161547e-21
221204_s_at,-1.2059715414123842,5.194633811568593e-23,3.820198852250262e-21
202994_s_at,-1.3624050380700208,5.241178089008722e-23,3.841749057808597e-21
212187_x_at,-1.673427356629487,6.191993451561938e-23,4.5238095108575306e-21
207358_x_at,-1.1521538750045757,6.914948692504787e-23,5.002785769970265e-21
210944_s_at,-1.1803781986857853,7.503676124472664e-23,5.393690809084656e-21
210068_s_at,-2.2656309617174513,7.785755648308327e-23,5.578456370136799e-21
211048_s_at,1.1727924690158353,7.879643426981594e-23,5.6276312334432965e-21
221276_s_at,-1.1718750869380719,7.977039682789822e-23,5.678989624651936e-21
213364_s_at,-1.1311959950246306,8.477657730584943e-23,6.0161671086186076e-21
218469_at,2.548362735743842,8.974832893811913e-23,6.328677258633255e-21
204115_at,-1.7134996879366655,9.521553153550032e-23,6.693021101594806e-21
201417_at,1.3518135132783247,1.0581763524668334e-22,7.391643781197006e-21
209267_s_at,-1.9626415486576345,1.0563543785961837e-22,7.391643781197006e-21
218711_s_at,-2.2591125681185797,1.1213729132130346e-22,7.80861019535189e-21
213417_at,-1.6480013949370154,1.134120994649436e-22,7.86809050560521e-21
205569_at,-2.225596649834621,1.1369766830340966e-22,7.86809050560521e-21
201061_s_at,-1.0603312786773404,1.2369356759542488e-22,8.50698693434831e-21
219682_s_at,-1.5572290759845178,1.3644272128757758e-22,9.354932795234127e-21
203083_at,2.0864912222255434,1.4362871803625686e-22,9.81741939877887e-21
201923_at,1.2599612379218872,1.5244517394870365e-22,1.0388182908559521e-20
219529_at,-2.0325929938676977,1.557846037450756e-22,1.055121071505021e-20
203476_at,1.2906120891315975,1.5672072394641241e-22,1.0582448156660327e-20
206159_at,-1.147620646530262,1.6358841665963806e-22,1.1007250153701441e-20
205433_at,-1.6519785674229421,1.6399977790373283e-22,1.1007250153701441e-20
218775_s_at,-1.4140074710161876,1.8812259645945652e-22,1.2562880507805001e-20
202551_s_at,-1.4755052371294877,1.8830507963949516e-22,1.2562880507805001e-20
212226_s_at,-1.2937545993212538,1.907608613218555e-22,1.268872917264151e-20
204754_at,-1.0482078738729772,2.065979867743468e-22,1.3660602193747092e-20
205405_at,-1.1499236626027445,2.1487535807495993e-22,1.4165880485160747e-20
201811_x_at,-1.015699175026393,2.1982463441694193e-22,1.444941689885757e-20
211748_x_at,-1.6466997496959905,2.2319137987581495e-22,1.459493843649149e-20
218087_s_at,-1.7147903097255455,2.362271028602792e-22,1.539136997963626e-20
212239_at,-1.1180303003469385,2.4224410778872575e-22,1.5691643761209814e-20
204343_at,-2.0960637168620693,2.417317837740886e-22,1.5691643761209814e-20
201291_s_at,2.4220769066474332,2.439778542567695e-22,1.5758140656242303e-20
206658_at,-2.7063124879591847,2.7592914090703874e-22,1.7770315164253017e-20
213715_s_at,-1.089514671573891,2.948661202069684e-22,1.8935163563607715e-20
212344_at,1.5503999613128068,2.977522054295043e-22,1.9065552855131163e-20
204519_s_at,-1.3292609830084459,2.9920528698659736e-22,1.9103700314963753e-20
205656_at,-1.4214257810397601,3.185793792040963e-22,2.0282583733728222e-20
220244_at,-1.1686362356168187,3.285044213972617e-22,2.085488325354753e-20
207961_x_at,-1.1902239979437024,3.9060962497558305e-22,2.4518181051636384e-20
214761_at,-1.1207176185052763,4.1700198218522885e-22,2.6101278564700717e-20
217546_at,-2.5505701211766363,4.35656378576235e-22,2.7192524044297605e-20
204017_at,1.386071520200213,4.827466222875475e-22,2.988067495675951e-20
218736_s_at,-1.2949087473296972,5.891836766415633e-22,3.626734769780098e-20
211762_s_at,1.3542629587628454,6.55981109812607e-22,4.0157217225149233e-20
205978_at,-1.2199496986062623,7.061960186325668e-22,4.299498875188385e-20
203799_at,-1.5372717807677674,7.5635824764267155e-22,4.579872508755883e-20
209710_at,-1.3531033895964129,8.166890625499512e-22,4.9184546975136656e-20
209220_at,-1.9216964782934545,8.363000689724087e-22,5.009482375514028e-20
206651_s_at,-2.139653671284309,9.196435313505154e-22,5.479255831305758e-20
205554_s_at,-1.3049662782350442,1.0150298519769323e-21,5.999445674164983e-20
202503_s_at,1.684844158459887,1.114465570063365e-21,6.552410632644318e-20
209821_at,-1.7133341832498248,1.1205469440762455e-21,6.553582035393958e-20
219010_at,1.357212106183674,1.1442355835733996e-21,6.65718055059166e-20
204368_at,-1.546276136333569,1.2068196636200745e-21,7.003011084491178e-20
212254_s_at,-1.342060475974316,1.3618835514279437e-21,7.861878543126649e-20
213478_at,-1.2196900681579859,1.3838375671404251e-21,7.967972224441885e-20
204154_at,-1.3151277502237857,1.5847552320570996e-21,9.101314648435141e-20
209355_s_at,-1.4105303137248413,1.5889822348929102e-21,9.102131398488102e-20
202732_at,-1.0749443963708654,1.6396939935861155e-21,9.368538784379336e-20
206074_s_at,1.278782938865941,1.6534195939167443e-21,9.422800207480003e-20
219888_at,1.2576122391460238,1.6646213876475478e-21,9.462438362487324e-20
205326_at,-1.897755082733637,1.855539113221521e-21,1.0414855934487445e-19
204846_at,2.2840914653958473,2.009766260497583e-21,1.1252166226800915e-19
214433_s_at,-1.7829645615464447,2.596087260757196e-21,1.435449439986417e-19
200904_at,-1.3268428418226605,2.7680876174142654e-21,1.5267647618525267e-19
205819_at,-2.3441732719852224,2.781765948284392e-21,1.5305207561881755e-19
201014_s_at,1.7743489139595354,2.8408244563154636e-21,1.5591648118245682e-19
209064_x_at,1.207712627008446,2.946038235505926e-21,1.6089845588671214e-19
213438_at,-1.003021198796623,3.409418482836617e-21,1.848468906400203e-19
212647_at,-1.038198871718505,3.436267864091124e-21,1.8540037969865014e-19
215016_x_at,-1.2929160160024633,3.430131136219154e-21,1.8540037969865014e-19
203766_s_at,-1.2555000405570027,3.5896457674127756e-21,1.9320791457791998e-19
212450_at,-1.3237280096801536,3.661089663071381e-21,1.9657846014992673e-19
209186_at,1.044004220843771,3.80550338772411e-21,2.0384142304965465e-19
201810_s_at,-1.1892679422941583,4.0835537844356226e-21,2.182106210517481e-19
206311_s_at,-2.0079381825629854,4.432569250942874e-21,2.3629411631282314e-19
218468_s_at,2.44145754003765,4.625640363584667e-21,2.4541224814704075e-19
214696_at,-1.5379045641154105,5.374475390485355e-21,2.8245149793911593e-19
209683_at,-1.177670370648487,5.948859243541718e-21,3.119021894678591e-19
205261_at,-2.2622416874813513,6.201152702692939e-21,3.2436686777959333e-19
AFFX-HUMGAPDH/M33197_5_at,1.2704796608831774,6.358290551485643e-21,3.3180746688232925e-19
201416_at,1.3685686385256872,6.401377758587701e-21,3.3327546867899474e-19
217755_at,1.388321273187545,6.721051210347059e-21,3.4910299328709444e-19
217757_at,-1.3580732278888092,7.621527573481147e-21,3.913145136402774e-19
37892_at,3.061522042334624,8.101580076218778e-21,4.1310642754778723e-19
218856_at,1.3229158952603832,8.366936052537534e-21,4.256630960244152e-19
211998_at,-1.2388665501407452,8.446560552918817e-21,4.2873509977378134e-19
210906_x_at,-1.8506148379634064,9.301975119717741e-21,4.700134049720417e-19
217294_s_at,1.5683407445643915,9.885990016104388e-21,4.972675294105058e-19
201578_at,-1.1546661939437026,1.1183264650779332e-20,5.587369646038472e-19
218574_s_at,-1.1717760081206912,1.1414781651273144e-20,5.6902814213718e-19
212609_s_at,-1.0530305101481359,1.317597260947914e-20,6.53897990327447e-19
209291_at,-1.7577755191755813,1.4397099586720474e-20,7.129123779797607e-19
202620_s_at,1.7378327606569313,1.6035861918216946e-20,7.905467060257262e-19
218876_at,-1.6684622220914838,1.975473113706643e-20,9.590297906911794e-19
215380_s_at,1.12689672108832,2.216946085535542e-20,1.0669591711444598e-18
218313_s_at,1.4814073455256853,2.2557987934778332e-20,1.0833182007557447e-18
209955_s_at,1.308406550019705,2.992136791387086e-20,1.4235042279139595e-18
218542_at,1.5409787299049968,3.1061077266451105e-20,1.4726254994219788e-18
203638_s_at,-1.077706905471853,3.202641961663044e-20,1.511959127791051e-18
204026_s_at,1.5749931569095708,3.44869634551096e-20,1.6212510689244877e-18
201890_at,1.6944745391301899,3.6728913116555007e-20,1.7193915356642757e-18
202222_s_at,-1.4174461247065446,3.9408109330732154e-20,1.8332586643355003e-18
222043_at,-1.858785374685433,4.4708873190780403e-20,2.0626248888409106e-18
208051_s_at,1.2167933872452492,4.4856982919668996e-20,2.065182128923521e-18
205392_s_at,-1.506625774185082,6.512905972588233e-20,2.9318602785289616e-18
204787_at,-1.5839648438990128,6.631757763340001e-20,2.9793439161392187e-18
219869_s_at,-1.6411176522554545,8.901776499412537e-20,3.94350468660854e-18
208790_s_at,-1.376159820600634,9.746009073789157e-20,4.2919035610917744e-18
218039_at,1.5922944498416634,9.971997328173875e-20,4.38276166595066e-18
202854_at,1.0083165689194225,1.0016486366177614e-19,4.393648931053854e-18
209656_s_at,-1.6478748452009153,1.1704157818700895e-19,5.11379899361004e-18
210139_s_at,-1.096072234843417,1.225802791878976e-19,5.334875705359223e-18
205414_s_at,-1.0760642657107677,1.2698067626087464e-19,5.472940830021411e-18
209773_s_at,1.4991710406238532,1.2862776588949447e-19,5.533228778601554e-18
201088_at,1.178661610768474,1.3492838563479197e-19,5.793081343160057e-18
209641_s_at,1.4251514735872624,1.4021017964481488e-19,6.0082758327411726e-18
209836_x_at,1.0282040563961985,1.4157826933826906e-19,6.055256383233492e-18
203961_at,-1.3064906085858574,1.4599164585340442e-19,6.232053342052511e-18
213664_at,-1.9370912409391297,1.498926871406641e-19,6.349921573299274e-18
200986_at,-1.189745902866644,1.5374179322491922e-19,6.500623108976992e-18
202589_at,1.4826128516220978,1.631990593826747e-19,6.887433030727539e-18
217428_s_at,2.4634749525886726,1.7375683865864672e-19,7.305327614774763e-18
204755_x_at,-1.194975496953905,1.7512968695619889e-19,7.34918044151597e-18
202992_at,-1.7755660355679108,1.8298085149593517e-19,7.635509951093489e-18
219787_s_at,1.6643268477818438,1.8488252689743798e-19,7.70044363898245e-18
201418_s_at,1.0495008384609434,1.8937069209444902e-19,7.861502653885807e-18
201004_at,1.0115042614285699,1.8945505206375617e-19,7.861502653885807e-18
205700_at,-1.6692534948919784,2.0219300907100998e-19,8.358936588366076e-18
201839_s_at,1.134511251842719,2.1069050151052106e-19,8.694104528072112e-18
218982_s_at,1.0062377522561583,2.4428691736878743e-19,1.0006333418618915e-17
201425_at,-1.002289133033777,2.562174512878946e-19,1.0456581441480137e-17
